"Sol.ID"	"size"
"Solyc02g078320.3.1"	695
"Solyc02g078330.3.1"	3924
"Solyc02g078340.4.1"	2398
"Solyc02g078350.3.1"	2060
"Solyc02g078360.4.1"	4831
"Solyc02g078370.1.1"	944
"Solyc02g078380.3.1"	1454
"Solyc02g078390.3.1"	5168
"Solyc02g078400.3.1"	7416
"Solyc02g078410.1.1"	488
"Solyc02g078430.3.1"	1239
"Solyc02g078440.3.1"	6697
"Solyc02g078450.3.1"	1840
"Solyc02g078460.3.1"	4645
"Solyc02g078470.4.1"	3417
"Solyc02g078480.3.1"	2269
"Solyc02g078490.3.1"	5195
"Solyc02g078500.2.1"	2495
"Solyc02g078510.4.1"	1930
"Solyc02g078520.4.1"	17792
"Solyc02g078530.3.1"	5053
"Solyc02g078540.4.1"	3931
"Solyc02g078550.3.1"	10557
"Solyc02g078560.4.1"	10720
"Solyc02g078570.3.1"	2309
"Solyc02g078580.1.1"	1937
"Solyc02g078590.1.1"	1289
"Solyc02g078600.3.1"	2642
"Solyc02g078610.4.1"	10395
"Solyc02g078620.1.1"	854
"Solyc02g078630.2.1"	3397
"Solyc02g078640.3.1"	23942
"Solyc02g078645.1.1"	438
"Solyc02g078650.4.1"	2786
"Solyc02g078660.4.1"	4510
"Solyc02g078670.3.1"	5198
"Solyc02g078680.1.1"	1412
"Solyc02g078690.2.1"	4871
"Solyc02g078700.3.1"	3804
"Solyc02g078710.1.1"	1103
"Solyc02g078720.4.1"	4905
"Solyc02g078750.3.1"	6537
"Solyc02g078760.1.1"	761
"Solyc02g078770.1.1"	155
"Solyc02g078780.3.1"	7012
"Solyc02g078790.4.1"	8926
"Solyc02g078800.4.1"	13760
"Solyc02g078810.4.1"	4237
"Solyc02g078820.3.1"	7576
"Solyc02g078830.5.1"	3282
"Solyc02g078850.1.1"	437
"Solyc02g078860.3.1"	3389
"Solyc02g078870.1.1"	152
"Solyc02g078880.4.1"	5960
"Solyc02g078890.1.1"	194
"Solyc02g078900.3.1"	5159
"Solyc02g078910.3.1"	1994
"Solyc02g078920.4.1"	9360
"Solyc02g078930.3.1"	1112
"Solyc02g078940.3.1"	4465
"Solyc02g078950.4.1"	6226
"Solyc02g078960.4.1"	4115
"Solyc02g078970.4.1"	4606
"Solyc02g078980.3.1"	1393
"Solyc02g078990.4.1"	12556
"Solyc02g079000.5.1"	15789
"Solyc02g079010.5.1"	1477
"Solyc02g079020.4.1"	11270
"Solyc02g079030.3.1"	7015
"Solyc02g079040.3.1"	7149
"Solyc02g079050.3.1"	13808
"Solyc02g079060.3.1"	6597
"Solyc02g079070.4.1"	2176
"Solyc02g079080.2.1"	3226
"Solyc02g079090.4.1"	2635
"Solyc02g079100.3.1"	5079
"Solyc02g079110.3.1"	6733
"Solyc02g079120.1.1"	1568
"Solyc02g079130.3.1"	5030
"Solyc02g079140.2.1"	5638
"Solyc02g079150.2.1"	675
"Solyc02g079160.2.1"	1239
"Solyc02g079170.3.1"	5985
"Solyc02g079180.1.1"	1335
"Solyc02g079190.3.1"	5315
"Solyc02g079200.1.1"	1730
"Solyc02g079210.3.1"	5866
"Solyc02g079220.5.1"	3632
"Solyc02g079230.3.1"	4130
"Solyc02g079240.1.1"	239
"Solyc02g079250.4.1"	11359
"Solyc02g079260.2.1"	3370
"Solyc02g079270.4.1"	8832
"Solyc02g079280.3.1"	1458
"Solyc02g079290.3.1"	1259
"Solyc02g079300.3.1"	9319
"Solyc02g079310.3.1"	2015
"Solyc02g079320.3.1"	2698
"Solyc02g079330.3.1"	2936
"Solyc02g079340.3.1"	2767
"Solyc02g079350.3.1"	2999
"Solyc02g079360.3.1"	1157
"Solyc02g079365.1.1"	2230
"Solyc02g079370.3.1"	1756
"Solyc02g079380.2.1"	2435
"Solyc02g079390.4.1"	2580
"Solyc02g079400.3.1"	2717
"Solyc02g079410.2.1"	2941
"Solyc02g079415.1.1"	5809
"Solyc02g079430.4.1"	1084
"Solyc02g079440.3.1"	1616
"Solyc02g079450.1.1"	1613
"Solyc02g079460.1.1"	1598
"Solyc02g079470.1.1"	1619
"Solyc02g079480.1.1"	1685
"Solyc02g079490.3.1"	2376
"Solyc02g079500.4.1"	2535
"Solyc02g079510.3.1"	2473
"Solyc02g079520.3.1"	346
"Solyc02g079530.4.1"	3804
"Solyc02g079540.2.1"	3232
"Solyc02g079550.3.1"	2567
"Solyc02g079560.1.1"	541
"Solyc02g079580.4.1"	4486
"Solyc02g079590.3.1"	5967
"Solyc02g079600.3.1"	3193
"Solyc02g079630.4.1"	13964
"Solyc02g079640.3.1"	3984
"Solyc02g079660.1.1"	520
"Solyc02g079670.1.1"	251
"Solyc02g079680.1.1"	479
"Solyc02g079690.1.1"	1663
"Solyc02g079710.5.1"	3785
"Solyc02g079700.1.1"	257
"Solyc02g079720.1.1"	323
"Solyc02g079730.5.1"	3048
"Solyc02g079740.1.1"	1115
"Solyc02g079750.4.1"	2567
"Solyc02g079760.3.1"	2668
"Solyc02g079770.3.1"	2069
"Solyc02g079780.1.1"	977
"Solyc02g079790.3.1"	947
"Solyc02g079800.1.1"	311
"Solyc02g079810.3.1"	1026
"Solyc02g079820.4.1"	1454
"Solyc02g079830.1.1"	1202
"Solyc02g079840.2.1"	2576
"Solyc02g079850.4.1"	6132
"Solyc02g079860.1.1"	3538
"Solyc02g079880.3.1"	5598
"Solyc02g079890.2.1"	3172
"Solyc02g160250.1.1"	2333
"Solyc02g079900.1.1"	170
"Solyc02g079910.3.1"	596
"Solyc02g079920.3.1"	2130
"Solyc02g079930.3.1"	3716
"Solyc02g079940.3.1"	1426
"Solyc02g079950.3.1"	1903
"Solyc02g079960.3.1"	4033
"Solyc02g079970.4.1"	3175
"Solyc02g079980.3.1"	2448
"Solyc02g079990.3.1"	3098
"Solyc02g080000.1.1"	200
"Solyc02g080010.3.1"	4466
"Solyc02g080020.1.1"	623
"Solyc02g080030.2.1"	2271
"Solyc02g080040.4.1"	2270
"Solyc02g080050.1.1"	461
"Solyc02g080060.1.1"	1555
"Solyc02g080070.3.1"	4212
"Solyc02g080080.3.1"	3615
"Solyc02g080090.1.1"	2984
"Solyc02g080100.1.1"	743
"Solyc02g080110.3.1"	3516
"Solyc02g080120.3.1"	4805
"Solyc02g080130.5.1"	5656
"Solyc02g080140.4.1"	2939
"Solyc02g080145.1.1"	4818
"Solyc02g080150.3.1"	404
"Solyc02g080170.1.1"	1754
"Solyc02g080180.1.1"	1028
"Solyc02g080190.3.1"	1042
"Solyc02g080200.5.1"	2375
"Solyc02g080220.3.1"	2499
"Solyc02g080230.3.1"	2835
"Solyc02g080240.3.1"	6893
"Solyc02g080260.4.1"	3974
"Solyc02g080270.4.1"	3848
"Solyc02g080290.3.1"	3778
"Solyc02g080300.3.1"	3679
"Solyc02g080310.2.1"	4649
"Solyc02g080320.4.1"	4442
"Solyc02g080330.4.1"	2229
"Solyc02g080340.3.1"	8952
"Solyc02g080350.1.1"	1370
"Solyc02g080360.1.1"	404
"Solyc02g080370.3.1"	7296
"Solyc02g080380.4.1"	7253
"Solyc02g080400.3.1"	671
"Solyc02g080410.3.1"	836
"Solyc02g080420.4.1"	6204
"Solyc02g080430.3.1"	2366
"Solyc02g080440.3.1"	4722
"Solyc02g080450.1.1"	347
"Solyc02g080460.3.1"	1563
"Solyc02g080470.3.1"	12190
"Solyc02g080480.3.1"	3054
"Solyc02g080490.3.1"	4179
"Solyc02g080500.3.1"	8969
"Solyc02g080510.1.1"	620
"Solyc02g080520.4.1"	2655
"Solyc02g080530.3.1"	1663
"Solyc02g080540.1.1"	1133
"Solyc02g080550.1.1"	308
"Solyc02g080560.1.1"	296
"Solyc02g080570.3.1"	17447
"Solyc02g080580.1.1"	467
"Solyc02g080610.5.1"	4811
"Solyc02g080600.1.1"	197
"Solyc02g080620.3.1"	7433
"Solyc02g080630.4.1"	5252
"Solyc02g080640.4.1"	3509
"Solyc02g080650.3.1"	3706
"Solyc02g080660.3.1"	3364
"Solyc02g080670.3.1"	3970
"Solyc02g080680.3.1"	1695
"Solyc02g161580.1.1"	1432
"Solyc02g080690.1.1"	176
"Solyc02g080700.3.1"	596
"Solyc02g080710.2.1"	2162
"Solyc02g080730.3.1"	1645
"Solyc02g080740.3.1"	1583
"Solyc02g150131.2.1"	1994
"Solyc02g161590.1.1"	1970
"Solyc02g080760.1.1"	464
"Solyc02g080770.2.1"	1091
"Solyc02g080780.3.1"	3761
"Solyc02g080790.4.1"	1916
"Solyc02g080800.4.1"	5161
"Solyc02g080810.3.1"	3518
"Solyc02g080820.3.1"	4518
"Solyc02g080830.1.1"	1247
"Solyc02g080840.1.1"	1220
"Solyc02g080850.1.1"	1268
"Solyc02g080860.3.1"	2045
"Solyc02g080870.3.1"	377
"Solyc02g080880.4.1"	5712
"Solyc02g080890.3.1"	2557
"Solyc02g080900.3.1"	1474
"Solyc02g080910.4.1"	5301
"Solyc02g080920.3.1"	494
"Solyc02g080930.3.1"	488
"Solyc02g080940.3.1"	4474
"Solyc02g080950.3.1"	2261
"Solyc02g080955.1.1"	1670
"Solyc02g080960.3.1"	227
"Solyc02g080970.4.1"	6293
"Solyc02g080990.2.1"	17286
"Solyc02g150132.1.1"	205
"Solyc02g081010.3.1"	8705
"Solyc02g081015.1.1"	359
"Solyc02g161270.1.1"	1085
"Solyc02g081030.4.1"	12300
"Solyc02g081040.4.1"	3941
"Solyc02g081050.4.1"	4192
"Solyc02g081060.4.1"	6202
"Solyc02g081070.4.1"	7138
"Solyc02g081080.3.1"	5094
"Solyc02g081083.1.1"	1402
"Solyc02g081087.1.1"	5484
"Solyc02g081120.4.1"	3957
"Solyc02g081130.3.1"	3241
"Solyc02g081140.3.1"	3535
"Solyc02g081150.1.1"	1049
"Solyc02g081160.3.1"	6883
"Solyc02g081170.5.1"	1923
"Solyc02g081180.2.1"	611
"Solyc02g081190.5.1"	1918
"Solyc02g081200.1.1"	2336
"Solyc02g081210.3.1"	2901
"Solyc02g081220.3.1"	312
"Solyc02g081230.4.1"	3979
"Solyc02g081240.1.1"	946
"Solyc02g081250.3.1"	16640
"Solyc02g081270.4.1"	9432
"Solyc02g081290.4.1"	2472
"Solyc02g081300.3.1"	4287
"Solyc02g081310.3.1"	3755
"Solyc02g081320.5.1"	2824
"Solyc02g081330.4.1"	4361
"Solyc02g081340.3.1"	1358
"Solyc02g081360.4.1"	2368
"Solyc02g081370.2.1"	2335
"Solyc02g081380.3.1"	4716
"Solyc02g081390.3.1"	5242
"Solyc02g081400.3.1"	4281
"Solyc02g081410.3.1"	4082
"Solyc02g081420.3.1"	6328
"Solyc02g081430.3.1"	1865
"Solyc02g081440.4.1"	2759
"Solyc02g081460.4.1"	8534
"Solyc02g081470.4.1"	1830
"Solyc02g081480.4.1"	2161
"Solyc02g081500.3.1"	7030
"Solyc02g081510.3.1"	1354
"Solyc02g081520.4.1"	13634
"Solyc02g081530.1.1"	1223
"Solyc02g150133.1.1"	1287
"Solyc02g081540.2.1"	635
"Solyc02g081570.5.1"	9955
"Solyc02g081550.3.1"	2704
"Solyc02g081560.1.1"	200
"Solyc02g081580.3.1"	2877
"Solyc02g081590.3.1"	2991
"Solyc02g081600.4.1"	2420
"Solyc02g081610.3.1"	911
"Solyc02g081620.3.1"	7582
"Solyc02g081640.4.1"	6566
"Solyc02g081650.3.1"	8065
"Solyc02g081660.3.1"	6928
"Solyc02g081670.1.1"	1367
"Solyc02g081680.4.1"	5462
"Solyc02g081690.1.1"	1445
"Solyc02g081700.1.1"	746
"Solyc02g081720.2.1"	1123
"Solyc02g081730.3.1"	7071
"Solyc02g161290.1.1"	189
"Solyc02g081740.2.1"	1410
"Solyc02g081750.1.1"	1418
"Solyc02g081760.2.1"	1422
"Solyc02g081780.3.1"	1170
"Solyc02g081800.1.1"	1295
"Solyc02g081810.5.1"	2308
"Solyc02g081820.3.1"	1216
"Solyc02g081830.4.1"	3892
"Solyc02g081840.4.1"	4598
"Solyc02g081850.4.1"	1960
"Solyc02g081860.3.1"	2153
"Solyc02g081870.4.1"	9878
"Solyc02g081880.3.1"	3585
"Solyc02g081890.5.1"	2439
"Solyc02g081900.4.1"	2744
"Solyc02g081910.2.1"	10984
"Solyc02g081920.3.1"	7997
"Solyc02g081940.3.1"	8313
"Solyc02g081950.4.1"	1511
"Solyc02g081960.3.1"	3520
"Solyc02g081970.4.1"	4226
"Solyc02g081980.3.1"	4047
"Solyc02g081990.3.1"	2815
"Solyc02g082000.3.1"	2653
"Solyc02g082010.3.1"	1205
"Solyc02g082020.3.1"	1946
"Solyc02g082030.3.1"	3827
"Solyc02g082035.1.1"	556
"Solyc02g082040.3.1"	1326
"Solyc02g082050.3.1"	5799
"Solyc02g082060.2.1"	641
"Solyc02g082070.5.1"	2864
"Solyc02g082080.1.1"	449
"Solyc02g082090.3.1"	2220
"Solyc02g082100.4.1"	5671
"Solyc02g082110.5.1"	5631
"Solyc02g082120.3.1"	2421
"Solyc02g082130.2.1"	1073
"Solyc02g082140.3.1"	2908
"Solyc02g082150.1.1"	1049
"Solyc02g082160.2.1"	2123
"Solyc02g082170.3.1"	1235
"Solyc02g082180.3.1"	5649
"Solyc02g082190.3.1"	5903
"Solyc02g082200.4.1"	3901
"Solyc02g082210.4.1"	4379
"Solyc02g082220.3.1"	12521
"Solyc02g082230.4.1"	6064
"Solyc02g082240.1.1"	437
"Solyc02g082250.4.1"	4640
"Solyc02g082260.3.1"	3331
"Solyc02g082270.3.1"	4503
"Solyc02g082280.3.1"	8782
"Solyc02g082290.4.1"	12391
"Solyc02g082300.3.1"	1942
"Solyc02g160290.1.1"	4661
"Solyc02g082310.2.1"	2260
"Solyc02g082320.1.1"	929
"Solyc02g082330.1.1"	314
"Solyc02g082340.3.1"	7596
"Solyc02g082350.3.1"	3038
"Solyc02g082360.4.1"	3589
"Solyc02g082370.1.1"	2384
"Solyc02g082375.1.1"	1824
"Solyc02g082390.1.1"	1012
"Solyc02g082400.4.1"	9537
"Solyc02g082410.4.1"	5005
"Solyc02g082420.3.1"	1000
"Solyc02g082430.4.1"	6386
"Solyc02g082440.2.1"	11301
"Solyc02g082450.3.1"	4232
"Solyc02g082460.3.1"	18496
"Solyc02g082470.4.1"	7444
"Solyc02g082480.3.1"	4786
"Solyc02g082490.4.1"	3211
"Solyc02g082500.1.1"	467
"Solyc02g082510.1.1"	1277
"Solyc02g082520.3.1"	1261
"Solyc02g082540.4.1"	12014
"Solyc02g082550.3.1"	3365
"Solyc02g082560.1.1"	564
"Solyc02g082570.3.1"	1114
"Solyc02g082590.3.1"	3312
"Solyc02g082600.4.1"	2848
"Solyc02g082610.1.1"	155
"Solyc02g082630.2.1"	3854
"Solyc02g082633.1.1"	2977
"Solyc02g082635.1.1"	5213
"Solyc02g082660.3.1"	11974
"Solyc02g082670.3.1"	2936
"Solyc02g082680.4.1"	5499
"Solyc02g082690.3.1"	15438
"Solyc02g082700.3.1"	1555
"Solyc02g082710.3.1"	4429
"Solyc02g082720.4.1"	4452
"Solyc02g082725.1.1"	588
"Solyc02g082730.3.1"	6796
"Solyc02g082733.1.1"	962
"Solyc02g082737.1.1"	938
"Solyc02g082740.1.1"	572
"Solyc02g082750.4.1"	7986
"Solyc02g082760.3.1"	4397
"Solyc02g150135.1.1"	1102
"Solyc02g082770.3.1"	4719
"Solyc02g082775.1.1"	1044
"Solyc02g082780.1.1"	521
"Solyc02g082800.3.1"	8316
"Solyc02g082810.3.1"	10873
"Solyc02g082820.3.1"	3174
"Solyc02g082830.3.1"	1298
"Solyc02g082840.3.1"	11421
"Solyc02g082850.3.1"	5998
"Solyc02g082860.3.1"	5849
"Solyc02g082870.5.1"	3201
"Solyc02g082880.2.1"	2260
"Solyc02g082890.1.1"	776
"Solyc02g082900.3.1"	3012
"Solyc02g082910.5.1"	4712
"Solyc02g082920.5.1"	1284
"Solyc02g082930.3.1"	1573
"Solyc02g082940.3.1"	2366
"Solyc02g082950.3.1"	2300
"Solyc02g082960.3.1"	1701
"Solyc02g082970.1.1"	1409
"Solyc02g082980.1.1"	878
"Solyc02g082985.2.1"	353
"Solyc02g161300.1.1"	1059
"Solyc02g082990.5.1"	1020
"Solyc02g083000.1.1"	857
"Solyc02g083005.1.1"	446
"Solyc02g083010.1.1"	857
"Solyc02g083020.1.1"	860
"Solyc02g083030.1.1"	857
"Solyc02g083040.1.1"	821
"Solyc02g083050.1.1"	815
"Solyc02g083060.1.1"	2134
"Solyc02g083070.2.1"	1025
"Solyc02g083075.1.1"	586
"Solyc02g083090.1.1"	809
"Solyc02g083100.2.1"	625
"Solyc02g083110.1.1"	1430
"Solyc02g083120.3.1"	953
"Solyc02g083130.4.1"	3542
"Solyc02g083140.3.1"	7489
"Solyc02g083150.3.1"	6252
"Solyc02g083160.3.1"	1588
"Solyc02g083180.5.1"	4303
"Solyc02g083170.3.1"	1959
"Solyc02g083190.3.1"	1079
"Solyc02g083220.2.1"	12211
"Solyc02g083250.3.1"	1244
"Solyc02g083260.3.1"	3215
"Solyc02g083270.4.1"	5071
"Solyc02g083280.5.1"	2697
"Solyc02g083285.3.1"	761
"Solyc02g083290.4.1"	10783
"Solyc02g083310.3.1"	4626
"Solyc02g083320.3.1"	3430
"Solyc02g083330.2.1"	407
"Solyc02g083340.4.1"	8194
"Solyc02g083350.4.1"	8574
"Solyc02g083360.1.1"	380
"Solyc02g083370.1.1"	415
"Solyc02g083380.3.1"	803
"Solyc02g083390.4.1"	3839
"Solyc02g083400.3.1"	1842
"Solyc02g083410.4.1"	4319
"Solyc02g083420.3.1"	3512
"Solyc02g083430.1.1"	2495
"Solyc02g083440.3.1"	1139
"Solyc02g083450.3.1"	5417
"Solyc02g083460.3.1"	4105
"Solyc02g083470.3.1"	4721
"Solyc02g083480.3.1"	1497
"Solyc02g083490.3.1"	1352
"Solyc02g083500.3.1"	3610
"Solyc02g083510.3.1"	2182
"Solyc02g083520.3.1"	1550
"Solyc02g083525.1.1"	501
"Solyc02g083540.3.1"	5864
"Solyc02g083550.2.1"	559
"Solyc02g083560.3.1"	9482
"Solyc02g083570.3.1"	1500
"Solyc02g083580.4.1"	3421
"Solyc02g083590.3.1"	5287
"Solyc02g083600.4.1"	6716
"Solyc02g083610.5.1"	6687
"Solyc02g083620.3.1"	3799
"Solyc02g083630.3.1"	2306
"Solyc02g083640.5.1"	3409
"Solyc02g083650.3.1"	3368
"Solyc02g083670.4.1"	6134
"Solyc02g083660.1.1"	500
"Solyc02g083690.2.1"	2637
"Solyc02g083700.4.1"	8585
"Solyc02g083710.3.1"	6317
"Solyc02g083720.4.1"	5939
"Solyc02g083730.4.1"	1446
"Solyc02g083740.2.1"	5779
"Solyc02g083750.1.1"	1265
"Solyc02g083760.4.1"	1825
"Solyc02g083765.1.1"	541
"Solyc02g083780.3.1"	4044
"Solyc02g083785.1.1"	4598
"Solyc02g083790.4.1"	2044
"Solyc02g083800.4.1"	1107
"Solyc02g083810.4.1"	3378
"Solyc02g150136.1.1"	1063
"Solyc02g083820.1.1"	1967
"Solyc02g083830.3.1"	1888
"Solyc02g083835.1.1"	551
"Solyc02g083840.1.1"	155
"Solyc02g083850.3.1"	5279
"Solyc02g083860.3.1"	2010
"Solyc02g083870.3.1"	702
"Solyc02g083880.3.1"	642
"Solyc02g083890.4.1"	1498
"Solyc02g083900.3.1"	22660
"Solyc02g083910.4.1"	544
"Solyc02g083920.1.1"	392
"Solyc02g083930.1.1"	323
"Solyc02g083940.3.1"	7722
"Solyc02g083950.3.1"	1425
"Solyc02g083960.5.1"	5951
"Solyc02g083980.3.1"	4285
"Solyc02g083990.3.1"	3712
"Solyc02g084000.3.1"	3377
"Solyc02g084005.1.1"	589
"Solyc02g084020.3.1"	4403
"Solyc02g084030.3.1"	5134
"Solyc02g084031.1.1"	5479
"Solyc02g084032.1.1"	2329
"Solyc02g084034.1.1"	826
"Solyc02g084080.1.1"	505
"Solyc02g084090.3.1"	5239
"Solyc02g084083.2.1"	5317
"Solyc02g084085.1.1"	331
"Solyc02g084087.1.1"	1330
"Solyc02g084110.1.1"	458
"Solyc02g161310.1.1"	346
"Solyc02g084113.1.1"	7612
"Solyc02g150137.1.1"	831
"Solyc02g161320.1.1"	1007
"Solyc02g084150.2.1"	3073
"Solyc02g084160.3.1"	1213
"Solyc02g084170.2.1"	4435
"Solyc02g084173.1.1"	7508
"Solyc02g084200.3.1"	3846
"Solyc02g084210.1.1"	1085
"Solyc02g084220.3.1"	6635
"Solyc02g084230.3.1"	866
"Solyc02g084240.3.1"	1168
"Solyc02g084250.4.1"	10758
"Solyc02g084260.3.1"	5818
"Solyc02g150138.2.1"	765
"Solyc02g084280.3.1"	2162
"Solyc02g084290.3.1"	2999
"Solyc02g084300.1.1"	2463
"Solyc02g084303.1.1"	3944
"Solyc02g084305.1.1"	1363
"Solyc02g084307.1.1"	130
"Solyc02g084340.3.1"	1355
"Solyc02g150139.1.1"	2186
"Solyc02g084350.3.1"	2448
"Solyc02g084360.3.1"	2646
"Solyc02g084380.3.1"	1357
"Solyc02g084390.3.1"	5329
"Solyc02g084400.4.1"	4920
"Solyc02g084410.3.1"	1396
"Solyc02g084420.3.1"	1587
"Solyc02g084430.3.1"	1108
"Solyc02g084440.4.1"	2505
"Solyc02g084450.4.1"	2744
"Solyc02g084470.1.1"	778
"Solyc02g084480.3.1"	878
"Solyc02g084490.1.1"	4164
"Solyc02g075610.4.1"	4690
"Solyc02g075620.5.1"	4768
"Solyc02g075630.3.1"	9012
"Solyc02g084510.3.1"	6367
"Solyc02g084530.2.1"	2769
"Solyc02g084540.3.1"	4122
"Solyc02g084550.3.1"	5005
"Solyc02g084560.4.1"	3393
"Solyc02g084570.5.1"	3883
"Solyc02g084590.4.1"	1354
"Solyc02g084600.4.1"	2608
"Solyc02g084605.1.1"	110
"Solyc02g084610.1.1"	1247
"Solyc02g084620.3.1"	9496
"Solyc02g084630.3.1"	3770
"Solyc02g084640.4.1"	4331
"Solyc02g084650.3.1"	1456
"Solyc02g084660.3.1"	2770
"Solyc02g084670.5.1"	5197
"Solyc02g084680.3.1"	2246
"Solyc02g084690.3.1"	8322
"Solyc02g084700.3.1"	13906
"Solyc02g084710.3.1"	1683
"Solyc02g084720.3.1"	6600
"Solyc02g084730.3.1"	1679
"Solyc02g084740.4.1"	5990
"Solyc02g084750.4.1"	4966
"Solyc02g084760.3.1"	4606
"Solyc02g084780.5.1"	9364
"Solyc02g084770.3.1"	6754
"Solyc02g084790.3.1"	1706
"Solyc02g084800.5.1"	6462
"Solyc02g084810.3.1"	10803
"Solyc02g084820.3.1"	5372
"Solyc02g084830.4.1"	2137
"Solyc02g084840.3.1"	968
"Solyc02g084850.3.1"	1141
"Solyc02g084860.1.1"	434
"Solyc02g084870.3.1"	3539
"Solyc02g084880.3.1"	3632
"Solyc02g084890.3.1"	2552
"Solyc02g084900.2.1"	1956
"Solyc02g084910.5.1"	2242
"Solyc02g084920.3.1"	6041
"Solyc02g084930.3.1"	3186
"Solyc02g084940.1.1"	320
"Solyc02g084950.3.1"	2583
"Solyc02g084960.1.1"	749
"Solyc02g084970.5.1"	2154
"Solyc02g084980.3.1"	1605
"Solyc02g084990.3.1"	3560
"Solyc02g085000.3.1"	3772
"Solyc02g085005.1.1"	1343
"Solyc02g085010.1.1"	365
"Solyc02g085020.4.1"	2404
"Solyc02g085030.4.1"	7287
"Solyc02g085040.3.1"	5349
"Solyc02g085050.3.1"	3406
"Solyc02g085060.2.1"	3933
"Solyc02g085070.1.1"	2094
"Solyc02g085080.5.1"	5694
"Solyc02g085090.1.1"	899
"Solyc02g085100.3.1"	4361
"Solyc02g085110.4.1"	2539
"Solyc02g085120.3.1"	2454
"Solyc02g085130.4.1"	2147
"Solyc02g085140.4.1"	3976
"Solyc02g085150.4.1"	3308
"Solyc02g085160.1.1"	881
"Solyc02g085165.1.1"	726
"Solyc02g085170.4.1"	5788
"Solyc02g085180.5.1"	3114
"Solyc02g085190.2.1"	851
"Solyc02g085210.1.1"	785
"Solyc02g085220.4.1"	11601
"Solyc02g085230.3.1"	12836
"Solyc02g085240.4.1"	2503
"Solyc02g085250.4.1"	9898
"Solyc02g085260.1.1"	402
"Solyc02g085270.1.1"	938
"Solyc02g085280.1.1"	308
"Solyc02g085290.3.1"	4452
"Solyc02g085300.4.1"	5332
"Solyc02g085320.1.1"	158
"Solyc02g085330.1.1"	1742
"Solyc02g085340.1.1"	1829
"Solyc02g085350.4.1"	7314
"Solyc02g085370.4.1"	6454
"Solyc02g085380.3.1"	2135
"Solyc02g085390.4.1"	7985
"Solyc02g085400.3.1"	3081
"Solyc02g085410.1.1"	167
"Solyc02g085420.4.1"	5975
"Solyc02g085440.5.1"	7954
"Solyc02g085430.4.1"	3945
"Solyc02g085450.1.1"	485
"Solyc02g085460.1.1"	407
"Solyc02g085470.3.1"	3780
"Solyc02g085480.5.1"	5933
"Solyc02g085490.2.1"	1381
"Solyc02g085500.5.1"	2477
"Solyc02g085520.4.1"	8804
"Solyc02g085530.3.1"	462
"Solyc02g085540.1.1"	332
"Solyc02g085550.3.1"	795
"Solyc02g085560.3.1"	13520
"Solyc02g085570.4.1"	6104
"Solyc02g085580.4.1"	2852
"Solyc02g085590.5.1"	4241
"Solyc02g085600.1.1"	1610
"Solyc02g085610.4.1"	5550
"Solyc02g085615.1.1"	4651
"Solyc02g085620.3.1"	6577
"Solyc02g085630.3.1"	2090
"Solyc02g085640.4.1"	9007
"Solyc02g085650.4.1"	5849
"Solyc02g085660.1.1"	1472
"Solyc02g085670.3.1"	3624
"Solyc02g085690.4.1"	3907
"Solyc02g085700.1.1"	1082
"Solyc02g085710.4.1"	1118
"Solyc02g085720.1.1"	1121
"Solyc02g085725.1.1"	1069
"Solyc02g085730.3.1"	1478
"Solyc02g085740.5.1"	13489
"Solyc02g085750.4.1"	2318
"Solyc02g085760.2.1"	3033
"Solyc02g085770.5.1"	5674
"Solyc02g085780.3.1"	5323
"Solyc02g085790.3.1"	7380
"Solyc02g085810.3.1"	31422
"Solyc02g085820.3.1"	9423
"Solyc02g085830.5.1"	7878
"Solyc02g085840.2.1"	5608
"Solyc02g085850.1.1"	461
"Solyc02g085860.4.1"	6910
"Solyc02g085870.3.1"	2324
"Solyc02g085880.3.1"	2559
"Solyc02g094860.3.1"	2896
"Solyc02g085910.5.1"	1890
"Solyc02g085920.3.1"	3361
"Solyc02g085930.3.1"	3570
"Solyc02g085933.1.1"	768
"Solyc02g085937.2.1"	2925
"Solyc02g085950.5.1"	1144
"Solyc02g085940.5.1"	3559
"Solyc02g085960.1.1"	476
"Solyc02g085965.1.1"	4059
"Solyc02g085970.1.1"	227
"Solyc02g085980.1.1"	464
"Solyc02g085990.1.1"	485
"Solyc02g086000.2.1"	574
"Solyc02g086010.3.1"	10373
"Solyc02g086020.2.1"	541
"Solyc02g086040.2.1"	2643
"Solyc02g086050.3.1"	3152
"Solyc02g086080.4.1"	3186
"Solyc02g086090.4.1"	4106
"Solyc02g086100.4.1"	6270
"Solyc02g086110.3.1"	4216
"Solyc02g086120.2.1"	1500
"Solyc02g086130.4.1"	4965
"Solyc02g086140.2.1"	685
"Solyc02g086150.4.1"	3837
"Solyc02g086160.4.1"	9720
"Solyc02g086170.3.1"	2496
"Solyc02g086180.4.1"	2529
"Solyc02g086190.3.1"	939
"Solyc02g086200.4.1"	13280
"Solyc02g086210.4.1"	2501
"Solyc02g086215.1.1"	510
"Solyc02g086220.3.1"	5837
"Solyc02g086223.1.1"	1334
"Solyc02g086227.1.1"	2082
"Solyc02g086230.2.1"	1382
"Solyc02g086240.3.1"	2973
"Solyc02g086250.4.1"	4700
"Solyc02g086260.1.1"	461
"Solyc02g086270.4.1"	9014
"Solyc02g086290.3.1"	866
"Solyc02g086300.4.1"	1954
"Solyc02g086310.2.1"	283
